-1 ; 0
-0.996667 ; -0.0201214
-0.993333 ; 0.314844
-0.99 ; 0.483513
-0.986667 ; 0.652215
-0.983333 ; 0.821037
-0.98 ; 0.989627
-0.976667 ; 1.15775
-0.973333 ; 1.32515
-0.97 ; 1.49157
-0.966667 ; 1.65676
-0.963333 ; 1.82045
-0.96 ; 1.9824
-0.956667 ; 2.14236
-0.953333 ; 2.30007
-0.95 ; 2.45529
-0.946667 ; 2.60778
-0.943333 ; 2.75729
-0.94 ; 2.90359
-0.936667 ; 3.04645
-0.933333 ; 3.18564
-0.93 ; 3.32093
-0.926667 ; 3.45212
-0.923333 ; 3.57899
-0.92 ; 3.70133
-0.916667 ; 3.81894
-0.913333 ; 3.93165
-0.91 ; 4.03925
-0.906667 ; 4.14157
-0.903333 ; 4.23846
-0.9 ; 4.32973
-0.896667 ; 4.41524
-0.893333 ; 4.49486
-0.89 ; 4.56843
-0.886667 ; 4.63585
-0.883333 ; 4.69698
-0.88 ; 4.75173
-0.876667 ; 4.79999
-0.873333 ; 4.84169
-0.87 ; 4.87674
-0.866667 ; 4.90507
-0.863333 ; 4.92664
-0.86 ; 4.94139
-0.856667 ; 4.9493
-0.853333 ; 4.95033
-0.85 ; 4.94447
-0.846667 ; 4.93172
-0.843333 ; 4.91209
-0.84 ; 4.8856
-0.836667 ; 4.85228
-0.833333 ; 4.81216
-0.83 ; 4.76529
-0.826667 ; 4.71175
-0.823333 ; 4.6516
-0.82 ; 4.58492
-0.816667 ; 4.51181
-0.813333 ; 4.43237
-0.81 ; 4.34671
-0.806667 ; 4.25495
-0.803333 ; 4.15723
-0.8 ; 4.05369
-0.796667 ; 3.94448
-0.793333 ; 3.82976
-0.79 ; 3.70969
-0.786667 ; 3.58446
-0.783333 ; 3.45424
-0.78 ; 3.31924
-0.776667 ; 3.17964
-0.773333 ; 3.03566
-0.77 ; 2.88752
-0.766667 ; 2.73542
-0.763333 ; 2.5796
-0.76 ; 2.4203
-0.756667 ; 2.25774
-0.753333 ; 2.09217
-0.75 ; 1.92384
-0.746667 ; 1.75299
-0.743333 ; 1.57989
-0.74 ; 1.40479
-0.736667 ; 1.22795
-0.733333 ; 1.04963
-0.73 ; 0.870108
-0.726667 ; 0.689642
-0.723333 ; 0.508501
-0.72 ; 0.326956
-0.716667 ; 0.145275
-0.713333 ; -0.0362738
-0.71 ; -0.217421
-0.706667 ; -0.397899
-0.703333 ; -0.577443
-0.7 ; -0.755788
-0.696667 ; -0.932673
-0.693333 ; -1.10784
-0.69 ; -1.28103
-0.686667 ; -1.452
-0.683333 ; -1.62049
-0.68 ; -1.78626
-0.676667 ; -1.94908
-0.673333 ; -2.1087
-0.67 ; -2.26491
-0.666667 ; -2.41748
-0.663333 ; -2.56619
-0.66 ; -2.71084
-0.656667 ; -2.85122
-0.653333 ; -2.98714
-0.65 ; -3.11841
-0.646667 ; -3.24485
-0.643333 ; -3.36629
-0.64 ; -3.48256
-0.636667 ; -3.59352
-0.633333 ; -3.69902
-0.63 ; -3.79891
-0.626667 ; -3.89309
-0.623333 ; -3.98141
-0.62 ; -4.06379
-0.616667 ; -4.14012
-0.613333 ; -4.21031
-0.61 ; -4.27428
-0.606667 ; -4.33197
-0.603333 ; -4.38332
-0.6 ; -4.42828
-0.596667 ; -4.46682
-0.593333 ; -4.4989
-0.59 ; -4.52452
-0.586667 ; -4.54366
-0.583333 ; -4.55633
-0.58 ; -4.56254
-0.576667 ; -4.56233
-0.573333 ; -4.55572
-0.57 ; -4.54276
-0.566667 ; -4.5235
-0.563333 ; -4.49802
-0.56 ; -4.46638
-0.556667 ; -4.42866
-0.553333 ; -4.38497
-0.55 ; -4.3354
-0.546667 ; -4.28007
-0.543333 ; -4.2191
-0.54 ; -4.15261
-0.536667 ; -4.08073
-0.533333 ; -4.00363
-0.53 ; -3.92144
-0.526667 ; -3.83433
-0.523333 ; -3.74246
-0.52 ; -3.64602
-0.516667 ; -3.54516
-0.513333 ; -3.4401
-0.51 ; -3.331
-0.506667 ; -3.21808
-0.503333 ; -3.10153
-0.5 ; -2.98156
-0.496667 ; -2.85839
-0.493333 ; -2.73222
-0.49 ; -2.60327
-0.486667 ; -2.47177
-0.483333 ; -2.33794
-0.48 ; -2.202
-0.476667 ; -2.06419
-0.473333 ; -1.92473
-0.47 ; -1.78385
-0.466667 ; -1.64179
-0.463333 ; -1.49878
-0.46 ; -1.35505
-0.456667 ; -1.21083
-0.453333 ; -1.06635
-0.45 ; -0.921836
-0.446667 ; -0.777521
-0.443333 ; -0.633626
-0.44 ; -0.490376
-0.436667 ; -0.347988
-0.433333 ; -0.206681
-0.43 ; -0.0666668
-0.426667 ; 0.071846
-0.423333 ; 0.208653
-0.42 ; 0.343553
-0.416667 ; 0.476352
-0.413333 ; 0.606859
-0.41 ; 0.734892
-0.406667 ; 0.86027
-0.403333 ; 0.982823
-0.4 ; 1.10238
-0.396667 ; 1.21879
-0.393333 ; 1.3319
-0.39 ; 1.44156
-0.386667 ; 1.54763
-0.383333 ; 1.64998
-0.38 ; 1.74849
-0.376667 ; 1.84305
-0.373333 ; 1.93355
-0.37 ; 2.01989
-0.366667 ; 2.10198
-0.363333 ; 2.17974
-0.36 ; 2.25309
-0.356667 ; 2.32197
-0.353333 ; 2.38632
-0.35 ; 2.4461
-0.346667 ; 2.50127
-0.343333 ; 2.5518
-0.34 ; 2.59766
-0.336667 ; 2.63884
-0.333333 ; 2.67534
-0.33 ; 2.70716
-0.326667 ; 2.73431
-0.323333 ; 2.75683
-0.32 ; 2.77472
-0.316667 ; 2.78804
-0.313333 ; 2.79683
-0.31 ; 2.80114
-0.306667 ; 2.80103
-0.303333 ; 2.79657
-0.3 ; 2.78784
-0.296667 ; 2.77492
-0.293333 ; 2.7579
-0.29 ; 2.73688
-0.286667 ; 2.71196
-0.283333 ; 2.68325
-0.28 ; 2.65086
-0.276667 ; 2.61492
-0.273333 ; 2.57555
-0.27 ; 2.53289
-0.266667 ; 2.48706
-0.263333 ; 2.43822
-0.26 ; 2.38651
-0.256667 ; 2.33207
-0.253333 ; 2.27505
-0.25 ; 2.21562
-0.246667 ; 2.15394
-0.243333 ; 2.09015
-0.24 ; 2.02443
-0.236667 ; 1.95695
-0.233333 ; 1.88785
-0.23 ; 1.81733
-0.226667 ; 1.74554
-0.223333 ; 1.67265
-0.22 ; 1.59883
-0.216667 ; 1.52425
-0.213333 ; 1.44908
-0.21 ; 1.37349
-0.206667 ; 1.29764
-0.203333 ; 1.2217
-0.2 ; 1.14582
-0.196667 ; 1.07017
-0.193333 ; 0.994909
-0.19 ; 0.920188
-0.186667 ; 0.84616
-0.183333 ; 0.772973
-0.18 ; 0.700771
-0.176667 ; 0.629694
-0.173333 ; 0.559878
-0.17 ; 0.491454
-0.166667 ; 0.42455
-0.163333 ; 0.359287
-0.16 ; 0.29578
-0.156667 ; 0.234141
-0.153333 ; 0.174475
-0.15 ; 0.116881
-0.146667 ; 0.0614518
-0.143333 ; 0.00827479
-0.14 ; -0.0425696
-0.136667 ; -0.0910073
-0.133333 ; -0.136971
-0.13 ; -0.180399
-0.126667 ; -0.221239
-0.123333 ; -0.259443
-0.12 ; -0.294971
-0.116667 ; -0.327789
-0.113333 ; -0.357872
-0.11 ; -0.385201
-0.106667 ; -0.409764
-0.103333 ; -0.431555
-0.1 ; -0.450577
-0.0966667 ; -0.466838
-0.0933333 ; -0.480355
-0.09 ; -0.491151
-0.0866667 ; -0.499254
-0.0833333 ; -0.504702
-0.08 ; -0.507536
-0.0766667 ; -0.507805
-0.0733333 ; -0.505566
-0.07 ; -0.500879
-0.0666667 ; -0.493812
-0.0633333 ; -0.484437
-0.06 ; -0.472835
-0.0566667 ; -0.459088
